Sample.Name,Pop,Cluster,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25
ZFOS31,ZFO,,0.004,0.007,0.009,0.005,0.005,0.049,0.138,0.015,0.083,0.031,0.122,0.008,0.038,0.012,0.024,0.179,0.032,0.005,0.031,0.004,0.035,0.018,0.012,0.064,
ZFOS32,ZFO,,0.003,0.003,0.006,0.004,0.003,0.009,0.003,0.006,0.012,0.017,0.836,0.005,0.006,0.006,0.006,0.016,0.006,0.006,0.007,0.003,0.008,0.009,0.01,0.005,
ZFPB01,ZFBP,,0.92,0.008,0.002,0.005,0.006,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.004,0.002,0.004,0.003,0.004,0.002,0.002,0.002,0.005,
ZFPB02,ZFBP,,0.921,0.003,0.003,0.002,0.004,0.002,0.003,0.003,0.003,0.004,0.003,0.003,0.004,0.004,0.005,0.003,0.004,0.003,0.003,0.003,0.004,0.004,0.003,0.003,
ZFPB03,ZFBP,,0.919,0.005,0.004,0.003,0.003,0.003,0.002,0.005,0.004,0.002,0.004,0.005,0.002,0.003,0.002,0.004,0.003,0.004,0.003,0.003,0.004,0.002,0.002,0.004,
ZFPB05,ZFBP,,0.942,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,
ZFPB06,ZFBP,,0.916,0.006,0.003,0.006,0.005,0.002,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.002,0.002,0.005,0.002,0.004,0.003,0.004,0.002,0.003,0.002,0.005,
ZFPB07,ZFBP,,0.933,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.004,0.002,0.002,0.002,0.004,0.003,0.003,0.002,
ZFPB08,ZFBP,,0.915,0.004,0.005,0.003,0.004,0.003,0.003,0.005,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.004,0.004,0.003,0.004,
ZFPB10,ZFBP,,0.932,0.004,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.002,0.003,
ZFPB11,ZFBP,,0.935,0.004,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.002,
ZFPB12,ZFBP,,0.932,0.004,0.002,0.003,0.005,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.004,0.002,0.003,0.002,0.003,
ZFPB13,ZFBP,,0.928,0.004,0.003,0.003,0.003,0.002,0.002,0.004,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,
ZFPB14,ZFBP,,0.93,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.004,0.003,0.004,0.002,0.003,0.003,0.004,0.004,0.003,0.003,
ZFPB15,ZFBP,,0.924,0.003,0.004,0.002,0.003,0.002,0.002,0.005,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.004,0.003,0.003,
ZFPB17,ZFBP,,0.935,0.004,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.004,0.002,0.002,0.002,0.003,
ZFPB18,ZFBP,,0.941,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,
ZFPB19,ZFBP,,0.902,0.007,0.005,0.005,0.004,0.002,0.003,0.005,0.004,0.003,0.005,0.004,0.003,0.003,0.003,0.004,0.003,0.004,0.004,0.004,0.003,0.003,0.003,0.007,
ZFPB20,ZFBP,,0.944,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,
ZFPB21,ZFBP,,0.927,0.003,0.004,0.003,0.003,0.002,0.002,0.006,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,
ZFPB22,ZFBP,,0.936,0.004,0.002,0.003,0.004,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.004,0.002,0.002,0.002,0.003,
ZFPB23,ZFBP,,0.924,0.004,0.004,0.003,0.004,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.004,
ZFSF01,ZFSF,,0.002,0.006,0.003,0.049,0.058,0.006,0.126,0.005,0.004,0.005,0.008,0.005,0.004,0.004,0.002,0.006,0.005,0.033,0.074,0.032,0.004,0.005,0.005,0.548,
ZFSF02,ZFSF,,0.003,0.006,0.005,0.01,0.032,0.023,0.269,0.01,0.008,0.013,0.01,0.005,0.008,0.01,0.004,0.006,0.011,0.011,0.071,0.018,0.009,0.011,0.035,0.409,
ZFSF03,ZFSF,,0.003,0.062,0.003,0.011,0.041,0.006,0.057,0.004,0.005,0.008,0.005,0.003,0.003,0.004,0.003,0.004,0.004,0.106,0.552,0.02,0.003,0.005,0.006,0.076,
ZFSF04,ZFSF,,0.002,0.029,0.008,0.026,0.004,0.009,0.027,0.006,0.005,0.021,0.009,0.003,0.005,0.004,0.005,0.007,0.007,0.18,0.513,0.006,0.003,0.006,0.007,0.085,
ZFSW101,ZFSW1,,0.003,0.089,0.005,0.046,0.007,0.008,0.006,0.009,0.008,0.278,0.005,0.004,0.005,0.007,0.003,0.003,0.048,0.209,0.058,0.015,0.005,0.012,0.151,0.01,
ZFSW102,ZFSW1,,0.004,0.053,0.005,0.064,0.005,0.006,0.014,0.006,0.011,0.063,0.007,0.003,0.006,0.005,0.007,0.019,0.036,0.308,0.263,0.009,0.004,0.007,0.022,0.039,
ZFSW103,ZFSW1,,0.003,0.02,0.017,0.382,0.008,0.011,0.007,0.005,0.012,0.024,0.009,0.008,0.005,0.034,0.008,0.005,0.012,0.17,0.056,0.027,0.016,0.019,0.08,0.05,
ZFSW104,ZFSW1,,0.003,0.016,0.006,0.008,0.004,0.018,0.012,0.004,0.008,0.041,0.033,0.002,0.009,0.007,0.009,0.01,0.01,0.486,0.171,0.009,0.006,0.009,0.024,0.086,
ZFSW105,ZFSW1,,0.004,0.009,0.006,0.025,0.004,0.004,0.005,0.006,0.005,0.478,0.008,0.003,0.005,0.004,0.004,0.005,0.017,0.131,0.057,0.008,0.004,0.006,0.03,0.166,
ZFSW106,ZFSW1,,0.008,0.023,0.042,0.142,0.034,0.004,0.013,0.007,0.01,0.031,0.006,0.013,0.005,0.017,0.029,0.011,0.015,0.076,0.428,0.014,0.011,0.013,0.015,0.03,
ZFSW107,ZFSW1,,0.004,0.444,0.004,0.148,0.004,0.005,0.005,0.006,0.01,0.141,0.004,0.003,0.005,0.004,0.004,0.006,0.034,0.083,0.022,0.007,0.003,0.006,0.023,0.01,
ZFSW108,ZFSW1,,0.004,0.09,0.003,0.666,0.008,0.004,0.005,0.003,0.003,0.006,0.007,0.003,0.003,0.003,0.003,0.006,0.004,0.074,0.029,0.023,0.003,0.003,0.005,0.036,
ZFSW109,ZFSW1,,0.003,0.131,0.01,0.48,0.003,0.003,0.004,0.002,0.003,0.013,0.018,0.005,0.002,0.007,0.009,0.02,0.006,0.035,0.187,0.005,0.005,0.004,0.016,0.025,
ZFSW110,ZFSW1,,0.005,0.073,0.01,0.147,0.006,0.004,0.008,0.004,0.009,0.027,0.005,0.005,0.004,0.017,0.009,0.006,0.03,0.078,0.377,0.011,0.008,0.009,0.092,0.046,
ZFSW111,ZFSW1,,0.005,0.159,0.005,0.05,0.006,0.007,0.005,0.006,0.009,0.412,0.008,0.003,0.005,0.005,0.004,0.009,0.047,0.021,0.101,0.006,0.004,0.008,0.094,0.01,
ZFSW112,ZFSW1,,0.005,0.005,0.01,0.619,0.004,0.007,0.005,0.007,0.017,0.125,0.015,0.004,0.009,0.006,0.005,0.027,0.02,0.014,0.016,0.006,0.006,0.012,0.035,0.013,
ZFSW113,ZFSW1,,0.004,0.007,0.01,0.015,0.009,0.02,0.028,0.012,0.012,0.051,0.025,0.004,0.009,0.027,0.004,0.005,0.032,0.22,0.243,0.03,0.008,0.04,0.092,0.087,
ZFSW114,ZFSW1,,0.003,0.018,0.006,0.504,0.005,0.014,0.008,0.005,0.007,0.112,0.01,0.003,0.007,0.005,0.007,0.008,0.009,0.079,0.127,0.009,0.004,0.01,0.027,0.011,
ZFSW115,ZFSW1,,0.002,0.004,0.005,0.037,0.005,0.006,0.006,0.005,0.007,0.091,0.007,0.003,0.004,0.004,0.004,0.006,0.009,0.063,0.686,0.008,0.003,0.007,0.014,0.008,
ZFSW116,ZFSW1,,0.01,0.081,0.008,0.015,0.008,0.005,0.028,0.011,0.024,0.136,0.004,0.004,0.008,0.008,0.007,0.008,0.126,0.312,0.089,0.017,0.005,0.018,0.02,0.03,
ZFSW117,ZFSW1,,0.007,0.055,0.023,0.028,0.007,0.005,0.029,0.006,0.019,0.063,0.006,0.006,0.006,0.031,0.018,0.012,0.045,0.217,0.302,0.017,0.009,0.016,0.04,0.022,
ZFSW119,ZFSW1,,0.003,0.016,0.003,0.317,0.004,0.003,0.018,0.003,0.003,0.011,0.038,0.003,0.003,0.003,0.003,0.012,0.005,0.043,0.438,0.011,0.002,0.003,0.006,0.043,
ZFSW120,ZFSW1,,0.004,0.147,0.002,0.024,0.004,0.003,0.009,0.003,0.003,0.003,0.006,0.003,0.002,0.002,0.002,0.005,0.003,0.031,0.61,0.006,0.002,0.003,0.003,0.114,
ZFSW121,ZFSW1,,0.003,0.018,0.004,0.026,0.003,0.004,0.011,0.004,0.004,0.028,0.006,0.002,0.004,0.003,0.006,0.006,0.012,0.013,0.775,0.004,0.003,0.004,0.012,0.039,
ZFSW122,ZFSW1,,0.003,0.041,0.024,0.013,0.004,0.003,0.003,0.004,0.005,0.011,0.014,0.008,0.004,0.012,0.012,0.009,0.005,0.585,0.142,0.007,0.009,0.006,0.017,0.056,
ZFSW123,ZFSW1,,0.004,0.051,0.007,0.313,0.005,0.003,0.003,0.004,0.004,0.012,0.005,0.003,0.004,0.002,0.003,0.007,0.005,0.451,0.037,0.009,0.003,0.004,0.006,0.052,
ZFSW124,ZFSW1,,0.003,0.008,0.005,0.018,0.004,0.004,0.004,0.004,0.004,0.013,0.025,0.003,0.004,0.003,0.004,0.011,0.005,0.674,0.055,0.012,0.003,0.004,0.007,0.117,
ZFSW201,ZFSW2,,0.005,0.096,0.003,0.409,0.007,0.004,0.006,0.003,0.003,0.003,0.005,0.005,0.003,0.003,0.002,0.006,0.003,0.376,0.007,0.01,0.003,0.004,0.002,0.023,
ZFSW202,ZFSW2,,0.006,0.009,0.003,0.808,0.004,0.003,0.02,0.003,0.005,0.004,0.004,0.003,0.004,0.002,0.003,0.007,0.004,0.02,0.025,0.004,0.003,0.003,0.003,0.042,
ZFSW203,ZFSW2,,0.005,0.045,0.003,0.754,0.007,0.003,0.006,0.003,0.003,0.008,0.013,0.003,0.003,0.003,0.003,0.015,0.004,0.037,0.021,0.013,0.003,0.003,0.004,0.032,
ZFSW204,ZFSW2,,0.006,0.027,0.003,0.819,0.006,0.003,0.006,0.003,0.004,0.004,0.006,0.003,0.003,0.003,0.003,0.01,0.005,0.012,0.012,0.011,0.003,0.003,0.003,0.011,
ZFSW205,ZFSW2,,0.003,0.005,0.004,0.797,0.004,0.01,0.004,0.004,0.007,0.007,0.005,0.004,0.004,0.006,0.002,0.003,0.003,0.083,0.006,0.005,0.005,0.007,0.005,0.014,
ZFSW206,ZFSW2,,0.003,0.004,0.002,0.917,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.006,0.003,0.007,0.003,0.003,0.003,0.004,
ZFSW207,ZFSW2,,0.003,0.01,0.011,0.83,0.006,0.003,0.004,0.002,0.003,0.003,0.005,0.009,0.003,0.008,0.006,0.003,0.003,0.022,0.01,0.015,0.008,0.004,0.005,0.016,
ZFSW208,ZFSW2,,0.003,0.023,0.003,0.859,0.005,0.004,0.007,0.004,0.004,0.004,0.003,0.004,0.004,0.003,0.004,0.004,0.004,0.027,0.006,0.007,0.004,0.004,0.003,0.004,
ZFSW209,ZFSW2,,0.003,0.005,0.003,0.815,0.046,0.004,0.005,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.008,0.004,0.003,0.008,0.044,0.013,0.003,0.003,0.004,0.005,
ZFSW210,ZFSW2,,0.003,0.005,0.012,0.844,0.004,0.003,0.006,0.004,0.006,0.004,0.004,0.016,0.003,0.018,0.007,0.004,0.005,0.006,0.005,0.005,0.013,0.006,0.008,0.004,
ZFSW211,ZFSW2,,0.003,0.004,0.003,0.893,0.006,0.005,0.006,0.005,0.004,0.004,0.004,0.005,0.003,0.004,0.002,0.003,0.005,0.007,0.004,0.01,0.005,0.005,0.005,0.004,
ZFSW212,ZFSW2,,0.002,0.004,0.002,0.911,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.004,0.003,0.003,0.002,0.004,0.004,0.007,0.003,0.004,0.004,0.003,0.003,0.004,
ZFSW213,ZFSW2,,0.002,0.004,0.003,0.916,0.003,0.003,0.004,0.003,0.003,0.004,0.004,0.004,0.003,0.002,0.003,0.005,0.004,0.006,0.003,0.004,0.003,0.003,0.003,0.003,
ZFSW214,ZFSW2,,0.002,0.004,0.003,0.898,0.003,0.004,0.004,0.003,0.003,0.007,0.009,0.003,0.003,0.003,0.003,0.008,0.005,0.005,0.006,0.004,0.003,0.003,0.007,0.005,
ZFSW215,ZFSW2,,0.004,0.006,0.005,0.825,0.004,0.005,0.003,0.003,0.005,0.028,0.008,0.003,0.003,0.004,0.003,0.006,0.004,0.028,0.016,0.005,0.003,0.005,0.007,0.015,
ZFSW216,ZFSW2,,0.002,0.004,0.003,0.908,0.004,0.005,0.005,0.004,0.003,0.003,0.004,0.004,0.003,0.004,0.002,0.003,0.004,0.007,0.004,0.005,0.004,0.004,0.004,0.004,
ZFSW217,ZFSW2,,0.003,0.007,0.003,0.878,0.003,0.004,0.005,0.003,0.003,0.007,0.009,0.003,0.003,0.003,0.003,0.009,0.004,0.013,0.007,0.004,0.003,0.003,0.005,0.01,
ZFSW218,ZFSW2,,0.002,0.003,0.003,0.921,0.003,0.004,0.004,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.002,0.004,0.003,0.006,0.003,0.004,0.003,0.003,0.003,0.003,
ZFSW219,ZFSW2,,0.004,0.011,0.003,0.807,0.007,0.004,0.007,0.004,0.005,0.003,0.006,0.004,0.003,0.004,0.003,0.009,0.006,0.009,0.011,0.035,0.004,0.004,0.004,0.007,
ZFSW220,ZFSW2,,0.012,0.013,0.003,0.876,0.008,0.003,0.004,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.007,0.005,0.004,0.007,0.012,0.003,0.003,0.003,0.006,
ZFSW221,ZFSW2,,0.003,0.004,0.003,0.893,0.005,0.005,0.006,0.005,0.004,0.004,0.004,0.005,0.003,0.004,0.003,0.004,0.005,0.008,0.004,0.008,0.004,0.005,0.004,0.004,
ZFSW222,ZFSW2,,0.004,0.006,0.002,0.861,0.003,0.003,0.011,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.019,0.022,0.004,0.002,0.003,0.003,0.028,
ZFSW223,ZFSW2,,0.013,0.01,0.003,0.877,0.007,0.003,0.005,0.002,0.004,0.004,0.003,0.003,0.003,0.002,0.003,0.007,0.004,0.005,0.007,0.014,0.003,0.002,0.003,0.005,
ZFSW224,ZFSW2,,0.003,0.004,0.003,0.902,0.005,0.004,0.005,0.004,0.004,0.004,0.004,0.005,0.003,0.004,0.003,0.004,0.004,0.006,0.004,0.008,0.004,0.004,0.003,0.003,
ZFSW225,ZFSW2,,0.004,0.007,0.003,0.893,0.006,0.005,0.005,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.004,0.003,0.013,0.004,0.006,0.004,0.004,0.004,0.007,
ZFSW226,ZFSW2,,0.007,0.011,0.011,0.811,0.005,0.004,0.003,0.009,0.006,0.013,0.005,0.005,0.007,0.003,0.006,0.004,0.008,0.02,0.006,0.006,0.006,0.007,0.008,0.023,
ZFSW227,ZFSW2,,0.003,0.005,0.002,0.915,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.007,0.004,0.004,0.003,0.003,0.003,0.005,
ZFSW229,ZFSW2,,0.003,0.004,0.002,0.912,0.004,0.005,0.004,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.007,0.004,0.006,0.003,0.004,0.003,0.005,
ZFSW230,ZFSW2,,0.005,0.003,0.005,0.848,0.004,0.007,0.003,0.012,0.008,0.009,0.004,0.003,0.007,0.007,0.003,0.005,0.016,0.005,0.004,0.003,0.007,0.008,0.014,0.006,
ZFSW231,ZFSW2,,0.004,0.006,0.003,0.902,0.004,0.004,0.005,0.003,0.003,0.003,0.003,0.005,0.003,0.003,0.002,0.003,0.004,0.009,0.004,0.007,0.004,0.004,0.003,0.005,
ZFSW232,ZFSW2,,0.003,0.005,0.003,0.689,0.004,0.004,0.013,0.004,0.006,0.01,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.15,0.026,0.006,0.004,0.006,0.005,0.032,
ZFSW233,ZFSW2,,0.007,0.026,0.007,0.787,0.007,0.008,0.008,0.006,0.006,0.017,0.007,0.003,0.004,0.006,0.005,0.005,0.01,0.005,0.025,0.016,0.004,0.006,0.013,0.008,
ZFSW234,ZFSW2,,0.004,0.007,0.003,0.92,0.004,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.004,0.002,0.007,0.004,0.004,0.002,0.002,0.002,0.006,
ZFSW235,ZFSW2,,0.005,0.006,0.003,0.867,0.005,0.005,0.008,0.004,0.007,0.004,0.004,0.004,0.006,0.003,0.004,0.009,0.005,0.009,0.005,0.007,0.004,0.004,0.004,0.007,
ZFSW236,ZFSW2,,0.002,0.003,0.003,0.921,0.003,0.003,0.004,0.003,0.003,0.004,0.004,0.003,0.003,0.002,0.002,0.004,0.003,0.006,0.003,0.003,0.003,0.003,0.003,0.004,
ZFSW237,ZFSW2,,0.002,0.009,0.004,0.811,0.005,0.004,0.009,0.004,0.003,0.01,0.018,0.003,0.003,0.003,0.004,0.019,0.005,0.021,0.015,0.015,0.003,0.003,0.005,0.011,
ZFSW238,ZFSW2,,0.005,0.013,0.004,0.618,0.021,0.007,0.036,0.003,0.007,0.01,0.035,0.002,0.009,0.005,0.012,0.026,0.006,0.021,0.059,0.047,0.007,0.005,0.004,0.013,
ZFSW239,ZFSW2,,0.007,0.024,0.004,0.822,0.004,0.007,0.003,0.011,0.008,0.007,0.004,0.003,0.007,0.006,0.003,0.004,0.011,0.015,0.008,0.003,0.007,0.007,0.012,0.009,
ZFSW240,ZFSW2,,0.004,0.026,0.002,0.851,0.004,0.003,0.004,0.003,0.003,0.003,0.006,0.003,0.003,0.002,0.002,0.004,0.003,0.027,0.009,0.008,0.003,0.003,0.003,0.016,
ZFTS01,ZFTS,,0.005,0.883,0.005,0.003,0.004,0.003,0.002,0.007,0.005,0.005,0.003,0.003,0.004,0.004,0.004,0.002,0.007,0.005,0.007,0.006,0.005,0.007,0.008,0.008,
ZFTS02,ZFTS,,0.003,0.882,0.004,0.005,0.003,0.005,0.006,0.006,0.006,0.006,0.003,0.003,0.005,0.003,0.005,0.004,0.005,0.007,0.005,0.004,0.004,0.005,0.004,0.004,
ZFTS03,ZFTS,,0.003,0.892,0.003,0.006,0.004,0.003,0.006,0.005,0.005,0.005,0.004,0.003,0.003,0.003,0.004,0.005,0.004,0.009,0.005,0.005,0.003,0.004,0.004,0.005,
ZFTS04,ZFTS,,0.004,0.92,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.005,0.005,0.004,0.002,0.003,0.003,0.004,
ZFTS05,ZFTS,,0.019,0.743,0.006,0.008,0.015,0.004,0.007,0.007,0.006,0.004,0.005,0.003,0.004,0.004,0.003,0.006,0.006,0.008,0.005,0.009,0.004,0.008,0.005,0.005,
ZFTS07,ZFTS,,0.006,0.924,0.003,0.004,0.004,0.002,0.004,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.004,0.004,0.005,0.002,0.003,0.002,0.004,
ZFTS08,ZFTS,,0.004,0.894,0.003,0.008,0.004,0.003,0.005,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.006,0.004,0.012,0.006,0.006,0.003,0.003,0.003,0.006,
ZFTS09,ZFTS,,0.007,0.909,0.002,0.007,0.007,0.003,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.003,0.002,0.003,0.003,0.006,0.006,0.007,0.003,0.003,0.003,0.005,
ZFTS10,ZFTS,,0.003,0.846,0.003,0.009,0.006,0.007,0.006,0.004,0.005,0.004,0.004,0.004,0.006,0.004,0.003,0.003,0.004,0.026,0.005,0.008,0.005,0.006,0.005,0.013,
ZFTS11,ZFTS,,0.004,0.91,0.002,0.006,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.005,0.008,0.008,0.003,0.003,0.003,0.005,
ZFTS12,ZFTS,,0.005,0.881,0.004,0.007,0.005,0.003,0.006,0.004,0.005,0.004,0.004,0.004,0.004,0.003,0.005,0.009,0.005,0.006,0.005,0.006,0.004,0.004,0.003,0.004,
ZFTS14,ZFTS,,0.005,0.911,0.003,0.005,0.004,0.003,0.006,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.004,0.003,0.003,
ZFTS15,ZFTS,,0.004,0.91,0.003,0.004,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.005,0.002,0.002,0.004,0.004,0.005,0.006,0.003,0.004,0.004,0.004,
ZFTS16,ZFTS,,0.004,0.725,0.008,0.008,0.005,0.006,0.004,0.01,0.01,0.01,0.005,0.006,0.016,0.005,0.005,0.004,0.009,0.039,0.006,0.011,0.01,0.015,0.013,0.048,
ZFTS17,ZFTS,,0.007,0.845,0.003,0.014,0.008,0.009,0.005,0.004,0.006,0.003,0.004,0.007,0.005,0.005,0.002,0.004,0.004,0.01,0.007,0.008,0.007,0.008,0.005,0.013,
ZFTS18,ZFTS,,0.004,0.896,0.003,0.009,0.004,0.003,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.002,0.003,0.006,0.004,0.01,0.005,0.005,0.003,0.003,0.003,0.006,
ZFTS19,ZFTS,,0.006,0.766,0.003,0.044,0.004,0.005,0.005,0.003,0.004,0.003,0.004,0.005,0.005,0.002,0.002,0.005,0.003,0.046,0.006,0.006,0.004,0.004,0.003,0.055,
ZFTS20,ZFTS,,0.005,0.876,0.003,0.015,0.005,0.003,0.007,0.004,0.004,0.004,0.006,0.004,0.003,0.003,0.003,0.007,0.004,0.011,0.005,0.007,0.003,0.004,0.003,0.006,
ZFTS21,ZFTS,,0.004,0.924,0.003,0.004,0.004,0.002,0.004,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.005,0.005,0.005,0.002,0.002,0.002,0.004,
ZFTS22,ZFTS,,0.005,0.898,0.003,0.008,0.006,0.003,0.004,0.003,0.003,0.003,0.005,0.003,0.003,0.003,0.003,0.006,0.003,0.009,0.006,0.007,0.002,0.003,0.002,0.006,
ZFTS23,ZFTS,,0.004,0.891,0.004,0.005,0.004,0.004,0.006,0.005,0.006,0.005,0.004,0.003,0.004,0.003,0.004,0.005,0.005,0.005,0.004,0.005,0.003,0.004,0.003,0.004,
ZFTS24,ZFTS,,0.004,0.895,0.003,0.008,0.004,0.003,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.008,0.004,0.007,0.005,0.004,0.003,0.003,0.003,0.005,
ZFTS25,ZFTS,,0.004,0.873,0.003,0.009,0.007,0.008,0.005,0.004,0.005,0.003,0.002,0.004,0.004,0.005,0.002,0.002,0.004,0.009,0.006,0.007,0.006,0.008,0.008,0.008,
ZFTS26,ZFTS,,0.004,0.817,0.002,0.036,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.002,0.002,0.004,0.003,0.057,0.005,0.004,0.003,0.004,0.003,0.016,
ZFTS27,ZFTS,,0.026,0.797,0.011,0.006,0.006,0.003,0.005,0.012,0.006,0.01,0.007,0.003,0.007,0.004,0.004,0.004,0.008,0.009,0.006,0.007,0.004,0.013,0.008,0.012,
ZFTS28,ZFTS,,0.021,0.695,0.017,0.012,0.008,0.005,0.009,0.025,0.013,0.022,0.009,0.005,0.012,0.006,0.006,0.006,0.02,0.01,0.008,0.011,0.008,0.019,0.011,0.011,
ZFTS29,ZFTS,,0.009,0.884,0.003,0.011,0.007,0.002,0.004,0.003,0.002,0.002,0.005,0.003,0.002,0.002,0.002,0.004,0.002,0.009,0.005,0.011,0.002,0.003,0.002,0.009,
ZFTS30,ZFTS,,0.009,0.889,0.003,0.007,0.007,0.003,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.009,0.005,0.008,0.002,0.003,0.003,0.007,
ZFTS31,ZFTS,,0.011,0.836,0.004,0.006,0.005,0.004,0.005,0.004,0.005,0.004,0.004,0.003,0.004,0.003,0.003,0.006,0.005,0.006,0.005,0.006,0.003,0.005,0.004,0.006,
ZFTS32,ZFTS,,0.007,0.84,0.004,0.008,0.01,0.005,0.004,0.006,0.005,0.004,0.005,0.004,0.003,0.005,0.003,0.004,0.006,0.012,0.012,0.012,0.004,0.006,0.006,0.007,
ZFTS33,ZFTS,,0.004,0.857,0.004,0.012,0.006,0.006,0.007,0.008,0.007,0.004,0.004,0.004,0.004,0.006,0.003,0.004,0.007,0.007,0.007,0.009,0.004,0.007,0.006,0.005,
ZFTS34,ZFTS,,0.004,0.865,0.008,0.005,0.003,0.003,0.004,0.01,0.007,0.011,0.004,0.003,0.006,0.003,0.006,0.003,0.008,0.008,0.005,0.004,0.005,0.007,0.007,0.009,
ZFTS35,ZFTS,,0.002,0.846,0.004,0.011,0.006,0.005,0.009,0.005,0.005,0.005,0.005,0.004,0.005,0.004,0.004,0.005,0.005,0.024,0.006,0.008,0.004,0.005,0.004,0.006,
ZFTS36,ZFTS,,0.004,0.91,0.004,0.005,0.004,0.003,0.005,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.004,0.004,0.003,0.003,0.003,0.003,
ZFTS37,ZFTS,,0.005,0.818,0.005,0.016,0.006,0.005,0.007,0.007,0.004,0.006,0.005,0.003,0.005,0.003,0.003,0.005,0.005,0.031,0.007,0.007,0.003,0.005,0.004,0.008,
ZFTS38,ZFTS,,0.004,0.868,0.003,0.012,0.004,0.004,0.006,0.004,0.004,0.005,0.004,0.003,0.004,0.003,0.002,0.004,0.004,0.012,0.008,0.009,0.003,0.004,0.003,0.008,
