Sample.Name,Pop,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16
ZFCC19,ZFCC,0.003,0.004,0.933,0.005,0.003,0.004,0.008,0.003,0.003,0.003,0.009,0.005,0.007,0.003,0.003,0.003
ZFCC20,ZFCC,0.005,0.007,0.923,0.004,0.003,0.004,0.01,0.006,0.004,0.005,0.006,0.004,0.003,0.003,0.003,0.008
ZFCC21,ZFCC,0.013,0.013,0.574,0.006,0.008,0.009,0.016,0.03,0.021,0.124,0.095,0.006,0.01,0.031,0.04,0.003
ZFCC22,ZFCC,0.018,0.092,0.484,0.004,0.022,0.008,0.013,0.037,0.059,0.114,0.008,0.004,0.007,0.041,0.084,0.006
ZFCC26,ZFCC,0.003,0.004,0.938,0.003,0.003,0.005,0.009,0.004,0.003,0.005,0.004,0.004,0.003,0.003,0.003,0.004
ZFCC27,ZFCC,0.003,0.005,0.943,0.004,0.004,0.004,0.006,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.004,0.006
ZFCC29,ZFCC,0.005,0.006,0.897,0.005,0.004,0.008,0.021,0.005,0.005,0.007,0.015,0.005,0.004,0.003,0.005,0.005
ZFCC30,ZFCC,0.004,0.005,0.934,0.003,0.004,0.003,0.007,0.005,0.004,0.003,0.004,0.003,0.004,0.003,0.004,0.01
ZFCC32,ZFCC,0.005,0.006,0.915,0.006,0.005,0.005,0.009,0.005,0.005,0.004,0.009,0.008,0.006,0.002,0.004,0.006
ZFCC33,ZFCC,0.004,0.007,0.42,0.01,0.005,0.01,0.497,0.005,0.004,0.005,0.005,0.006,0.004,0.005,0.005,0.006
ZFCC34,ZFCC,0.015,0.025,0.473,0.006,0.055,0.022,0.063,0.017,0.079,0.025,0.006,0.026,0.007,0.019,0.113,0.049
ZFCC35,ZFCC,0.003,0.006,0.943,0.003,0.005,0.003,0.007,0.004,0.003,0.004,0.003,0.002,0.004,0.003,0.003,0.003
ZFCC36,ZFCC,0.009,0.008,0.856,0.006,0.006,0.004,0.014,0.011,0.011,0.01,0.014,0.009,0.019,0.005,0.012,0.004
ZFCC37,ZFCC,0.009,0.015,0.747,0.013,0.005,0.019,0.035,0.006,0.014,0.009,0.014,0.072,0.005,0.009,0.018,0.009
ZFCC40,ZFCC,0.004,0.004,0.911,0.003,0.004,0.006,0.014,0.004,0.005,0.007,0.003,0.004,0.012,0.008,0.008,0.003
ZFCC42,ZFCC,0.012,0.007,0.07,0.027,0.005,0.03,0.477,0.008,0.007,0.005,0.008,0.207,0.066,0.003,0.008,0.06
ZFCC44,ZFCC,0.003,0.004,0.935,0.004,0.004,0.003,0.011,0.003,0.003,0.003,0.002,0.003,0.007,0.003,0.003,0.009
ZFCC45,ZFCC,0.005,0.004,0.817,0.023,0.005,0.015,0.06,0.004,0.004,0.005,0.008,0.016,0.013,0.006,0.005,0.009
ZFCC46,ZFCC,0.015,0.029,0.764,0.003,0.012,0.004,0.018,0.055,0.023,0.018,0.01,0.004,0.005,0.01,0.02,0.011
ZFCC47,ZFCC,0.004,0.008,0.883,0.004,0.006,0.011,0.008,0.007,0.005,0.005,0.006,0.036,0.004,0.003,0.005,0.006
ZFCC48,ZFCC,0.009,0.02,0.672,0.004,0.009,0.009,0.025,0.038,0.02,0.095,0.023,0.003,0.004,0.027,0.038,0.004
ZFCC50,ZFCC,0.003,0.004,0.946,0.003,0.003,0.004,0.007,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003
ZFCC51,ZFCC,0.003,0.004,0.944,0.004,0.004,0.004,0.005,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.009
ZFCC52,ZFCC,0.01,0.017,0.755,0.005,0.014,0.004,0.057,0.018,0.025,0.02,0.008,0.008,0.008,0.011,0.035,0.005
ZFCC53,ZFCC,0.003,0.004,0.948,0.003,0.003,0.004,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.006
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFCNS01,ZFCNS,0.078,0.005,0.006,0.02,0.006,0.003,0.003,0.003,0.009,0.003,0.025,0.014,0.018,0.003,0.007,0.797
ZFCNS02,ZFCNS,0.004,0.004,0.005,0.003,0.005,0.003,0.004,0.004,0.004,0.003,0.003,0.002,0.002,0.003,0.004,0.947
ZFCNS05,ZFCNS,0.006,0.011,0.007,0.004,0.006,0.005,0.006,0.006,0.008,0.01,0.006,0.003,0.002,0.007,0.009,0.904
ZFCNS06,ZFCNS,0.004,0.005,0.005,0.003,0.004,0.003,0.004,0.005,0.004,0.004,0.003,0.003,0.002,0.004,0.004,0.944
ZFCNS07,ZFCNS,0.006,0.004,0.004,0.003,0.011,0.003,0.003,0.009,0.006,0.006,0.003,0.003,0.002,0.005,0.006,0.927
ZFCNS10,ZFCNS,0.034,0.007,0.004,0.003,0.007,0.003,0.004,0.006,0.01,0.005,0.003,0.002,0.005,0.007,0.009,0.891
ZFCNS11,ZFCNS,0.019,0.004,0.006,0.01,0.006,0.002,0.003,0.004,0.006,0.003,0.013,0.009,0.009,0.003,0.006,0.896
ZFCNS15,ZFCNS,0.032,0.021,0.003,0.004,0.012,0.003,0.006,0.007,0.026,0.011,0.004,0.003,0.002,0.031,0.012,0.822
ZFCNS17,ZFCNS,0.005,0.005,0.007,0.003,0.005,0.003,0.004,0.004,0.005,0.003,0.003,0.002,0.002,0.004,0.005,0.939
ZFCNS18,ZFCNS,0.016,0.01,0.005,0.003,0.006,0.003,0.004,0.004,0.01,0.007,0.003,0.002,0.005,0.008,0.009,0.906
ZFCNS19,ZFCNS,0.004,0.005,0.005,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.952
ZFCNS20,ZFCNS,0.011,0.01,0.004,0.004,0.015,0.003,0.008,0.016,0.015,0.013,0.004,0.003,0.002,0.01,0.017,0.863
ZFCNS21,ZFCNS,0.004,0.005,0.004,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.952
ZFCNS22,ZFCNS,0.009,0.012,0.005,0.004,0.009,0.005,0.006,0.006,0.013,0.013,0.005,0.003,0.002,0.012,0.016,0.88
ZFCNS23,ZFCNS,0.006,0.004,0.015,0.007,0.003,0.005,0.024,0.01,0.007,0.009,0.008,0.008,0.01,0.003,0.006,0.873
ZFCNS24,ZFCNS,0.009,0.015,0.007,0.003,0.008,0.003,0.01,0.007,0.009,0.005,0.004,0.003,0.002,0.005,0.009,0.9
ZFCNS25,ZFCNS,0.011,0.011,0.005,0.004,0.019,0.003,0.007,0.011,0.014,0.008,0.004,0.003,0.002,0.008,0.011,0.879
ZFCNS26,ZFCNS,0.008,0.005,0.003,0.003,0.004,0.003,0.003,0.003,0.005,0.005,0.003,0.002,0.002,0.005,0.004,0.941
ZFCNS27,ZFCNS,0.088,0.012,0.003,0.004,0.024,0.003,0.006,0.009,0.023,0.01,0.004,0.003,0.003,0.02,0.017,0.771
ZFCNS28,ZFCNS,0.004,0.006,0.004,0.003,0.004,0.003,0.003,0.004,0.004,0.005,0.003,0.003,0.002,0.004,0.004,0.944
ZFCNS29,ZFCNS,0.007,0.01,0.008,0.004,0.006,0.004,0.008,0.005,0.009,0.007,0.005,0.003,0.002,0.007,0.012,0.902
ZFCNS30,ZFCNS,0.006,0.012,0.007,0.004,0.004,0.004,0.006,0.003,0.006,0.006,0.005,0.003,0.002,0.005,0.006,0.92
ZFCNS31,ZFCNS,0.006,0.005,0.003,0.003,0.004,0.003,0.003,0.004,0.004,0.004,0.003,0.002,0.002,0.004,0.004,0.945
ZFCNS32,ZFCNS,0.009,0.018,0.004,0.003,0.007,0.003,0.006,0.008,0.009,0.008,0.005,0.004,0.002,0.006,0.005,0.901
ZFCNS33,ZFCNS,0.005,0.004,0.004,0.003,0.004,0.003,0.003,0.005,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.951
ZFCNS34,ZFCNS,0.005,0.008,0.013,0.004,0.005,0.004,0.007,0.004,0.006,0.006,0.005,0.003,0.002,0.004,0.008,0.916
ZFCNS35,ZFCNS,0.019,0.019,0.004,0.003,0.008,0.011,0.003,0.004,0.013,0.016,0.004,0.003,0.002,0.009,0.006,0.877
ZFCNS36,ZFCNS,0.006,0.015,0.009,0.003,0.008,0.003,0.01,0.01,0.008,0.006,0.004,0.003,0.002,0.005,0.007,0.898
ZFCNS37,ZFCNS,0.03,0.074,0.004,0.006,0.004,0.004,0.006,0.003,0.007,0.005,0.005,0.003,0.002,0.005,0.006,0.836
ZFCNS39,ZFCNS,0.019,0.01,0.011,0.004,0.005,0.002,0.005,0.013,0.007,0.006,0.008,0.002,0.004,0.004,0.005,0.895
ZFCNS40,ZFCNS,0.023,0.171,0.016,0.004,0.009,0.003,0.009,0.053,0.012,0.008,0.007,0.003,0.003,0.005,0.008,0.667
ZFCNS41,ZFCNS,0.222,0.241,0.013,0.013,0.015,0.005,0.011,0.006,0.048,0.011,0.014,0.007,0.006,0.008,0.022,0.357
ZFCNS42,ZFCNS,0.007,0.005,0.003,0.003,0.004,0.003,0.004,0.003,0.005,0.004,0.003,0.002,0.002,0.005,0.004,0.943
ZFCNS43,ZFCNS,0.004,0.006,0.005,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.003,0.003,0.95
ZFCNS44,ZFCNS,0.016,0.015,0.005,0.003,0.004,0.003,0.004,0.003,0.01,0.006,0.003,0.002,0.005,0.009,0.009,0.904
ZFCNS46,ZFCNS,0.014,0.008,0.005,0.004,0.005,0.004,0.007,0.004,0.008,0.007,0.005,0.003,0.002,0.007,0.01,0.908
ZFCNS47,ZFCNS,0.005,0.005,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.95
ZFCNS48,ZFCNS,0.041,0.013,0.006,0.003,0.007,0.004,0.007,0.005,0.015,0.012,0.004,0.003,0.005,0.012,0.019,0.844
ZFCNS49,ZFCNS,0.102,0.011,0.003,0.003,0.007,0.003,0.003,0.004,0.013,0.008,0.003,0.002,0.004,0.018,0.01,0.805
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFCR01,ZFCR,0.008,0.006,0.022,0.384,0.018,0.384,0.003,0.019,0.012,0.028,0.011,0.033,0.007,0.033,0.029,0.003
ZFCR02,ZFCR,0.007,0.006,0.036,0.032,0.046,0.592,0.04,0.027,0.04,0.008,0.052,0.01,0.019,0.005,0.073,0.007
ZFCR03,ZFCR,0.008,0.007,0.018,0.018,0.031,0.278,0.061,0.021,0.024,0.061,0.282,0.073,0.049,0.036,0.031,0.003
ZFCR04,ZFCR,0.057,0.008,0.016,0.02,0.013,0.706,0.007,0.027,0.021,0.011,0.031,0.017,0.027,0.02,0.009,0.009
ZFCR05,ZFCR,0.011,0.008,0.053,0.113,0.009,0.447,0.006,0.009,0.01,0.005,0.26,0.024,0.022,0.007,0.013,0.004
ZFCR06,ZFCR,0.053,0.006,0.041,0.29,0.086,0.189,0.009,0.02,0.024,0.019,0.098,0.022,0.004,0.065,0.024,0.048
ZFCR07,ZFCR,0.026,0.015,0.009,0.071,0.004,0.039,0.039,0.003,0.009,0.008,0.689,0.02,0.007,0.008,0.012,0.042
ZFCR08,ZFCR,0.012,0.013,0.056,0.537,0.006,0.101,0.06,0.031,0.02,0.009,0.011,0.029,0.039,0.025,0.048,0.005
ZFCR09,ZFCR,0.052,0.023,0.02,0.028,0.098,0.086,0.013,0.013,0.055,0.085,0.027,0.336,0.048,0.025,0.075,0.017
ZFCR11,ZFCR,0.168,0.007,0.012,0.075,0.02,0.451,0.005,0.003,0.005,0.005,0.181,0.032,0.008,0.012,0.006,0.009
ZFCR12,ZFCR,0.059,0.018,0.012,0.036,0.013,0.032,0.008,0.017,0.012,0.007,0.655,0.005,0.006,0.009,0.009,0.102
ZFCR13,ZFCR,0.009,0.008,0.005,0.064,0.048,0.014,0.006,0.004,0.013,0.085,0.696,0.003,0.003,0.02,0.014,0.007
ZFCR14,ZFCR,0.011,0.021,0.02,0.102,0.007,0.272,0.011,0.07,0.012,0.011,0.416,0.008,0.013,0.009,0.012,0.006
ZFCR15,ZFCR,0.009,0.016,0.014,0.156,0.014,0.372,0.018,0.098,0.031,0.022,0.183,0.006,0.016,0.011,0.03,0.004
ZFCR16,ZFCR,0.013,0.006,0.011,0.125,0.021,0.472,0.006,0.107,0.046,0.038,0.089,0.006,0.004,0.012,0.042,0.003
ZFCR18,ZFCR,0.007,0.015,0.01,0.012,0.036,0.773,0.052,0.01,0.021,0.006,0.01,0.006,0.003,0.004,0.028,0.007
ZFCR19,ZFCR,0.009,0.013,0.013,0.014,0.021,0.298,0.006,0.25,0.019,0.022,0.118,0.171,0.005,0.02,0.016,0.005
ZFCR20,ZFCR,0.015,0.011,0.007,0.076,0.015,0.38,0.041,0.01,0.039,0.043,0.098,0.079,0.006,0.082,0.094,0.004
ZFCR21,ZFCR,0.007,0.01,0.018,0.096,0.005,0.055,0.008,0.015,0.008,0.016,0.736,0.006,0.005,0.008,0.005,0.003
ZFCR22,ZFCR,0.005,0.004,0.003,0.016,0.009,0.019,0.006,0.012,0.009,0.01,0.878,0.009,0.003,0.008,0.007,0.003
ZFCR23,ZFCR,0.04,0.007,0.003,0.03,0.018,0.021,0.003,0.005,0.079,0.027,0.551,0.024,0.045,0.085,0.057,0.004
ZFCR24,ZFCR,0.008,0.008,0.007,0.064,0.02,0.066,0.011,0.005,0.019,0.358,0.247,0.03,0.005,0.103,0.045,0.003
ZFCR25,ZFCR,0.005,0.004,0.012,0.061,0.003,0.066,0.009,0.003,0.004,0.004,0.775,0.04,0.004,0.004,0.004,0.003
ZFCR26,ZFCR,0.009,0.021,0.021,0.013,0.02,0.008,0.007,0.019,0.012,0.008,0.7,0.128,0.004,0.01,0.015,0.005
ZFCR27,ZFCR,0.003,0.005,0.007,0.512,0.003,0.067,0.004,0.004,0.003,0.005,0.221,0.15,0.004,0.005,0.004,0.003
ZFCR28,ZFCR,0.013,0.007,0.009,0.493,0.025,0.008,0.007,0.094,0.038,0.077,0.033,0.006,0.01,0.029,0.128,0.023
ZFCR29,ZFCR,0.006,0.009,0.006,0.009,0.009,0.123,0.005,0.004,0.008,0.015,0.755,0.022,0.006,0.015,0.007,0.002
ZFCR30,ZFCR,0.005,0.005,0.004,0.01,0.004,0.012,0.004,0.004,0.005,0.004,0.902,0.02,0.011,0.004,0.004,0.004
ZFCR31,ZFCR,0.035,0.015,0.008,0.018,0.038,0.354,0.02,0.025,0.071,0.028,0.119,0.079,0.016,0.015,0.129,0.029
ZFCR33,ZFCR,0.015,0.013,0.038,0.766,0.005,0.029,0.01,0.011,0.011,0.011,0.024,0.021,0.016,0.01,0.013,0.006
ZFCR34,ZFCR,0.033,0.008,0.011,0.024,0.011,0.049,0.005,0.009,0.017,0.033,0.687,0.02,0.027,0.031,0.028,0.009
ZFCR35,ZFCR,0.011,0.012,0.02,0.015,0.006,0.833,0.01,0.008,0.007,0.011,0.02,0.009,0.009,0.012,0.008,0.009
ZFCR36,ZFCR,0.01,0.005,0.01,0.023,0.006,0.279,0.006,0.006,0.006,0.008,0.542,0.026,0.039,0.009,0.012,0.013
ZFCR37,ZFCR,0.004,0.005,0.052,0.086,0.003,0.055,0.024,0.004,0.004,0.005,0.649,0.081,0.015,0.004,0.005,0.004
ZFCR38,ZFCR,0.01,0.014,0.059,0.619,0.006,0.04,0.013,0.021,0.011,0.009,0.067,0.094,0.01,0.005,0.013,0.008
ZFCR39,ZFCR,0.012,0.009,0.092,0.038,0.05,0.017,0.032,0.018,0.055,0.022,0.01,0.438,0.074,0.018,0.111,0.004
ZFCR40,ZFCR,0.017,0.014,0.039,0.33,0.004,0.075,0.008,0.005,0.012,0.011,0.311,0.051,0.085,0.02,0.015,0.004
ZFCR41,ZFCR,0.064,0.096,0.086,0.063,0.005,0.056,0.008,0.014,0.008,0.008,0.553,0.006,0.004,0.006,0.009,0.014
ZFCR42,ZFCR,0.015,0.017,0.041,0.107,0.014,0.028,0.014,0.017,0.019,0.038,0.541,0.039,0.054,0.024,0.02,0.011
ZFCR43,ZFCR,0.005,0.011,0.005,0.144,0.087,0.226,0.005,0.006,0.008,0.084,0.353,0.01,0.008,0.034,0.01,0.004
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFENP25,ZFENP,0.005,0.007,0.019,0.877,0.003,0.016,0.006,0.009,0.004,0.011,0.007,0.005,0.006,0.012,0.006,0.003
ZFENP26,ZFENP,0.005,0.005,0.005,0.935,0.002,0.007,0.004,0.003,0.003,0.003,0.005,0.007,0.007,0.003,0.003,0.003
ZFENP27,ZFENP,0.023,0.041,0.132,0.435,0.005,0.118,0.057,0.013,0.023,0.015,0.007,0.024,0.019,0.025,0.017,0.047
ZFENP28,ZFENP,0.004,0.006,0.013,0.863,0.005,0.019,0.005,0.005,0.005,0.004,0.013,0.028,0.01,0.003,0.005,0.01
ZFENP29,ZFENP,0.005,0.005,0.01,0.914,0.004,0.005,0.008,0.003,0.004,0.004,0.012,0.005,0.006,0.005,0.004,0.005
ZFENP30,ZFENP,0.004,0.006,0.03,0.751,0.006,0.008,0.117,0.008,0.006,0.008,0.013,0.01,0.012,0.004,0.008,0.009
ZFENP31,ZFENP,0.004,0.007,0.01,0.32,0.011,0.04,0.303,0.004,0.008,0.004,0.014,0.088,0.172,0.003,0.008,0.005
ZFENP32,ZFENP,0.015,0.019,0.007,0.363,0.019,0.209,0.091,0.006,0.025,0.032,0.015,0.052,0.093,0.008,0.024,0.021
ZFENP33,ZFENP,0.006,0.008,0.004,0.851,0.005,0.018,0.028,0.003,0.008,0.006,0.023,0.016,0.005,0.006,0.009,0.004
ZFENP34,ZFENP,0.006,0.007,0.013,0.409,0.006,0.431,0.039,0.004,0.008,0.004,0.01,0.032,0.006,0.004,0.01,0.011
ZFENP35,ZFENP,0.017,0.011,0.004,0.794,0.004,0.01,0.007,0.005,0.011,0.011,0.008,0.007,0.077,0.011,0.008,0.013
ZFENP36,ZFENP,0.004,0.003,0.003,0.914,0.002,0.008,0.006,0.002,0.003,0.003,0.012,0.013,0.013,0.002,0.003,0.008
ZFENP37,ZFENP,0.007,0.013,0.012,0.758,0.005,0.067,0.011,0.005,0.012,0.013,0.034,0.017,0.021,0.008,0.01,0.01
ZFENP38,ZFENP,0.007,0.01,0.02,0.451,0.005,0.013,0.022,0.006,0.007,0.007,0.368,0.029,0.02,0.005,0.009,0.02
ZFENP39,ZFENP,0.005,0.006,0.014,0.869,0.003,0.03,0.006,0.003,0.004,0.004,0.019,0.013,0.011,0.005,0.004,0.004
ZFENP40,ZFENP,0.006,0.005,0.007,0.798,0.007,0.055,0.014,0.004,0.01,0.009,0.008,0.014,0.038,0.009,0.012,0.005
ZFENP41,ZFENP,0.006,0.013,0.054,0.721,0.005,0.022,0.046,0.009,0.008,0.007,0.007,0.056,0.025,0.007,0.006,0.009
ZFENP42,ZFENP,0.006,0.006,0.006,0.4,0.003,0.005,0.011,0.005,0.004,0.005,0.198,0.007,0.334,0.003,0.003,0.004
ZFENP43,ZFENP,0.02,0.033,0.026,0.648,0.007,0.015,0.008,0.006,0.013,0.007,0.082,0.06,0.015,0.006,0.009,0.044
ZFENP44,ZFENP,0.022,0.03,0.016,0.603,0.003,0.011,0.037,0.003,0.014,0.006,0.035,0.021,0.156,0.009,0.018,0.015
ZFENP45,ZFENP,0.011,0.009,0.017,0.385,0.048,0.008,0.017,0.176,0.026,0.044,0.042,0.016,0.089,0.013,0.09,0.009
ZFENP46,ZFENP,0.014,0.025,0.003,0.788,0.006,0.012,0.009,0.004,0.019,0.01,0.041,0.021,0.014,0.016,0.012,0.006
ZFENP47,ZFENP,0.004,0.009,0.067,0.278,0.018,0.116,0.044,0.139,0.008,0.016,0.009,0.037,0.223,0.018,0.013,0.004
ZFENP48,ZFENP,0.006,0.009,0.023,0.287,0.017,0.326,0.171,0.015,0.015,0.019,0.021,0.04,0.009,0.01,0.024,0.008
ZFENP49,ZFENP,0.007,0.01,0.008,0.628,0.021,0.04,0.148,0.015,0.012,0.024,0.015,0.019,0.005,0.028,0.013,0.005
ZFENP50,ZFENP,0.015,0.004,0.004,0.391,0.023,0.008,0.006,0.006,0.049,0.012,0.267,0.066,0.073,0.017,0.055,0.005
ZFENP51,ZFENP,0.005,0.006,0.007,0.307,0.005,0.009,0.025,0.036,0.004,0.005,0.009,0.544,0.015,0.003,0.014,0.006
ZFENP52,ZFENP,0.013,0.011,0.008,0.895,0.005,0.003,0.005,0.005,0.008,0.004,0.012,0.006,0.008,0.004,0.005,0.009
ZFENP53,ZFENP,0.014,0.013,0.006,0.73,0.031,0.007,0.006,0.022,0.032,0.024,0.025,0.011,0.017,0.014,0.038,0.009
ZFENP54,ZFENP,0.012,0.009,0.022,0.557,0.031,0.065,0.047,0.009,0.054,0.013,0.046,0.014,0.01,0.022,0.085,0.005
ZFENP55,ZFENP,0.004,0.006,0.003,0.347,0.007,0.046,0.011,0.005,0.006,0.006,0.48,0.056,0.008,0.004,0.007,0.004
ZFENP56,ZFENP,0.008,0.018,0.008,0.735,0.004,0.014,0.012,0.006,0.004,0.005,0.11,0.049,0.008,0.003,0.004,0.011
ZFENP57,ZFENP,0.008,0.005,0.004,0.759,0.003,0.016,0.015,0.002,0.006,0.005,0.027,0.018,0.112,0.004,0.007,0.009
ZFENP58,ZFENP,0.011,0.01,0.023,0.491,0.007,0.012,0.221,0.052,0.014,0.058,0.054,0.012,0.005,0.004,0.014,0.012
ZFENP59,ZFENP,0.004,0.006,0.045,0.814,0.006,0.021,0.028,0.004,0.004,0.004,0.012,0.007,0.029,0.005,0.005,0.005
ZFENP60,ZFENP,0.007,0.008,0.012,0.781,0.008,0.048,0.007,0.017,0.014,0.021,0.015,0.017,0.019,0.009,0.009,0.006
ZFENP61,ZFENP,0.004,0.005,0.014,0.891,0.003,0.028,0.008,0.003,0.003,0.004,0.01,0.01,0.007,0.004,0.004,0.004
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFFDSP01,ZFFDSP,0.023,0.011,0.004,0.003,0.006,0.005,0.004,0.012,0.044,0.723,0.005,0.003,0.003,0.087,0.055,0.012
ZFFDSP02,ZFFDSP,0.005,0.007,0.003,0.003,0.004,0.003,0.003,0.004,0.007,0.009,0.003,0.002,0.002,0.935,0.008,0.003
ZFFDSP04,ZFFDSP,0.007,0.01,0.003,0.002,0.006,0.004,0.003,0.011,0.039,0.637,0.004,0.002,0.002,0.249,0.017,0.003
ZFFDSP05,ZFFDSP,0.148,0.017,0.005,0.005,0.026,0.004,0.003,0.015,0.188,0.041,0.012,0.004,0.006,0.476,0.046,0.006
ZFFDSP06,ZFFDSP,0.012,0.119,0.014,0.002,0.084,0.007,0.004,0.016,0.081,0.167,0.005,0.002,0.002,0.327,0.154,0.004
ZFFDSP07,ZFFDSP,0.007,0.01,0.02,0.005,0.012,0.004,0.094,0.06,0.074,0.057,0.01,0.005,0.009,0.523,0.106,0.005
ZFFDSP08,ZFFDSP,0.024,0.029,0.009,0.004,0.032,0.003,0.034,0.118,0.34,0.041,0.008,0.003,0.004,0.067,0.273,0.01
ZFFDSP10,ZFFDSP,0.012,0.019,0.006,0.004,0.007,0.003,0.014,0.014,0.224,0.033,0.008,0.004,0.006,0.598,0.042,0.004
ZFFDSP11,ZFFDSP,0.014,0.015,0.004,0.004,0.046,0.004,0.003,0.01,0.288,0.186,0.01,0.005,0.004,0.209,0.193,0.003
ZFFDSP12,ZFFDSP,0.009,0.007,0.003,0.003,0.054,0.002,0.004,0.02,0.346,0.007,0.003,0.002,0.003,0.055,0.477,0.004
ZFFDSP13,ZFFDSP,0.427,0.097,0.009,0.006,0.013,0.003,0.009,0.005,0.293,0.016,0.009,0.004,0.004,0.016,0.073,0.015
ZFFDSP14,ZFFDSP,0.005,0.006,0.009,0.005,0.005,0.004,0.019,0.023,0.018,0.061,0.01,0.005,0.007,0.788,0.03,0.004
ZFFDSP16,ZFFDSP,0.013,0.007,0.008,0.007,0.028,0.007,0.004,0.004,0.022,0.115,0.009,0.004,0.003,0.054,0.704,0.011
ZFFDSP17,ZFFDSP,0.01,0.017,0.006,0.004,0.021,0.005,0.005,0.011,0.171,0.325,0.007,0.003,0.002,0.256,0.151,0.006
ZFFDSP18,ZFFDSP,0.005,0.009,0.005,0.003,0.009,0.004,0.004,0.011,0.011,0.053,0.004,0.003,0.002,0.86,0.014,0.004
ZFFDSP19,ZFFDSP,0.022,0.014,0.017,0.004,0.016,0.005,0.004,0.017,0.045,0.078,0.004,0.003,0.003,0.545,0.11,0.114
ZFFDSP21,ZFFDSP,0.096,0.034,0.019,0.004,0.007,0.004,0.004,0.007,0.092,0.038,0.004,0.002,0.003,0.198,0.427,0.062
ZFFDSP22,ZFFDSP,0.011,0.012,0.006,0.003,0.044,0.003,0.004,0.181,0.109,0.067,0.006,0.002,0.002,0.275,0.269,0.004
ZFFDSP23,ZFFDSP,0.058,0.011,0.004,0.002,0.012,0.003,0.003,0.075,0.022,0.031,0.005,0.002,0.002,0.749,0.011,0.008
ZFFDSP24,ZFFDSP,0.013,0.047,0.004,0.003,0.007,0.004,0.005,0.006,0.048,0.047,0.005,0.003,0.003,0.769,0.025,0.009
ZFFDSP26,ZFFDSP,0.058,0.014,0.005,0.003,0.024,0.004,0.004,0.016,0.076,0.05,0.005,0.003,0.003,0.685,0.043,0.006
ZFFDSP27,ZFFDSP,0.013,0.009,0.003,0.003,0.01,0.004,0.004,0.007,0.016,0.027,0.004,0.003,0.003,0.872,0.015,0.007
ZFFDSP28,ZFFDSP,0.023,0.017,0.007,0.007,0.007,0.02,0.018,0.007,0.26,0.019,0.011,0.02,0.006,0.564,0.013,0.004
ZFFDSP30,ZFFDSP,0.038,0.014,0.004,0.004,0.005,0.01,0.006,0.005,0.12,0.617,0.006,0.003,0.007,0.025,0.101,0.036
ZFFDSP31,ZFFDSP,0.009,0.239,0.007,0.004,0.188,0.009,0.006,0.008,0.086,0.016,0.005,0.002,0.002,0.4,0.014,0.007
ZFFDSP32,ZFFDSP,0.01,0.008,0.003,0.003,0.006,0.003,0.005,0.006,0.03,0.046,0.005,0.003,0.003,0.529,0.335,0.005
ZFFDSP33,ZFFDSP,0.038,0.007,0.002,0.003,0.027,0.003,0.003,0.012,0.246,0.033,0.003,0.003,0.003,0.322,0.287,0.007
ZFFDSP34,ZFFDSP,0.013,0.14,0.008,0.003,0.333,0.005,0.005,0.018,0.039,0.221,0.006,0.002,0.003,0.149,0.052,0.006
ZFFDSP35,ZFFDSP,0.012,0.038,0.004,0.003,0.008,0.004,0.004,0.007,0.062,0.109,0.005,0.003,0.003,0.716,0.019,0.005
ZFFDSP37,ZFFDSP,0.009,0.008,0.003,0.003,0.006,0.004,0.004,0.004,0.026,0.017,0.003,0.003,0.003,0.838,0.065,0.005
ZFFDSP38,ZFFDSP,0.007,0.012,0.003,0.003,0.036,0.004,0.004,0.005,0.021,0.285,0.004,0.003,0.003,0.584,0.02,0.005
ZFFDSP39,ZFFDSP,0.163,0.012,0.003,0.003,0.01,0.003,0.003,0.008,0.044,0.014,0.003,0.002,0.003,0.715,0.008,0.007
ZFFDSP40,ZFFDSP,0.032,0.015,0.003,0.003,0.007,0.004,0.004,0.004,0.032,0.01,0.003,0.003,0.003,0.857,0.012,0.007
ZFFDSP42,ZFFDSP,0.01,0.014,0.004,0.003,0.008,0.003,0.003,0.021,0.009,0.013,0.004,0.002,0.002,0.893,0.006,0.006
ZFFDSP43,ZFFDSP,0.01,0.006,0.003,0.002,0.009,0.003,0.003,0.007,0.008,0.007,0.003,0.002,0.002,0.922,0.006,0.007
